iter	MultiClass
181	0.0476283469
182	0.04726445296
183	0.04686974517
184	0.04656224249
185	0.04625134916
186	0.04587511243
187	0.04556197502
188	0.04527085185
189	0.04491307537
190	0.04462995022
191	0.04432902965
192	0.0439875118
193	0.04371378249
194	0.0434385225
195	0.0431676562
196	0.04284129386
197	0.04258791783
198	0.04227103967
199	0.04195098217
200	0.04164161145
201	0.04138130725
202	0.04107996999
203	0.04083885987
204	0.04060759982
205	0.04033342276
206	0.04010357402
207	0.03990188627
208	0.03962124999
209	0.03934070997
210	0.03906726949
211	0.03880227303
212	0.03852685017
213	0.0383112658
214	0.03806784701
215	0.03781203505
216	0.03759505481
217	0.03738853979
218	0.03714405746
219	0.03692333264
220	0.03671605704
221	0.03647360592
222	0.03628348207
223	0.03609217823
224	0.03590961634
225	0.03567508454
226	0.03544962242
227	0.03522283137
228	0.03504042535
229	0.03479521991
230	0.03461690368
231	0.03440315072
232	0.03419587977
233	0.03399898491
234	0.03383246344
235	0.03366828344
236	0.03350547029
237	0.03334267677
238	0.03318048878
239	0.03298823062
240	0.03279393751
241	0.03264322021
242	0.03248920817
243	0.03233705809
244	0.03215335167
245	0.03199396114
246	0.03183614761
247	0.03168953112
248	0.03151455294
249	0.03137115861
250	0.03119410621
251	0.03104179972
252	0.03089299457
253	0.03072063626
254	0.03057283346
255	0.03040087177
256	0.0302627489
257	0.03011913559
258	0.02995290636
259	0.02982297003
260	0.02966235514
261	0.02953850349
262	0.02941069644
263	0.02928187549
264	0.02911694225
265	0.02898543802
266	0.02886015845
267	0.02870931593
268	0.02859274796
269	0.0284771481
270	0.02834016275
271	0.02821539386
272	0.02806991543
273	0.02792702095
274	0.02780570745
275	0.0276923722
276	0.02757308806
277	0.02743497403
278	0.02732460826
279	0.02721514527
280	0.02710563696
281	0.02696634373
282	0.02684182201
283	0.02672796555
284	0.02662101767
285	0.02651493667
286	0.02640532994
287	0.02630097187
288	0.02620234521
289	0.02609885677
290	0.02599687409
291	0.02587154794
292	0.02577418265
293	0.02567547196
294	0.02558998374
295	0.02549174317
296	0.02536783223
297	0.02526700909
298	0.02517651434
299	0.02508140464
300	0.02496624926
301	0.02487789617
302	0.02477969792
303	0.02469037932
304	0.02457775622
305	0.02446816216
306	0.02435956212
307	0.02425257143
308	0.02414868674
309	0.02404799901
310	0.0239629718
311	0.02387855917
312	0.02379200402
313	0.02369546586
314	0.0235970976
315	0.02351716763
316	0.02344145697
317	0.02333968084
318	0.02325965141
319	0.02317995622
320	0.02310042297
321	0.02300900565
322	0.02293124737
323	0.02284829745
324	0.02275218688
325	0.0226530313
326	0.02255854468
327	0.02248314557
328	0.02238848728
329	0.02231421254
330	0.02222848817
331	0.02213712337
332	0.02205732898
333	0.02196616427
334	0.0218769151
335	0.02180646
336	0.02173133943
337	0.02166210794
338	0.02157410871
339	0.02148721524
340	0.02141421457
341	0.02134477377
342	0.02126345685
343	0.0211939834
344	0.02112591913
345	0.02104552619
346	0.02098001591
347	0.02091035602
348	0.02084569525
349	0.02078113844
350	0.02070096609
351	0.02063312968
352	0.02055552175
353	0.02047904381
354	0.0204014202
355	0.02033547131
356	0.02025760507
357	0.02019655671
358	0.02012620652
359	0.02006588572
360	0.01999202839
361	0.01991578013
362	0.01985581049
363	0.01979932638
364	0.01973163723
365	0.01967225437
366	0.0195988341
367	0.01953620373
368	0.01946208014
369	0.01939182594
370	0.01934240659
371	0.01928473812
372	0.01921573807
373	0.01915701066
374	0.01910223428
375	0.01904420616
376	0.01897567882
377	0.01890797389
378	0.01884349336
379	0.01879085492
380	0.01873289567
381	0.0186808811
382	0.01861573705
383	0.01856056718
384	0.01850950388
385	0.01845496832
386	0.01840075924
387	0.01834924963
388	0.01829688058
389	0.01824686432
390	0.01819734517
391	0.01814825781
392	0.018084229
393	0.0180369017
394	0.01798732661
395	0.01794051894
396	0.01788926227
397	0.01784183643
398	0.01779284233
399	0.0177493423
400	0.01770070388
401	0.01765184637
402	0.01759453225
403	0.01754520918
404	0.01749616723
405	0.01744900692
406	0.01740350903
407	0.0173508986
408	0.017305911
409	0.01724891693
410	0.0172028319
411	0.01714620178
412	0.01710256606
413	0.01704749586
414	0.01699033467
415	0.01694626785
416	0.01690331426
417	0.01686089766
418	0.01682333981
419	0.01677817745
420	0.01673608413
421	0.01669139491
422	0.01663938092
423	0.01659456245
424	0.01655146408
425	0.01650031836
426	0.01645873289
427	0.01641736258
428	0.01637718983
429	0.01632482238
430	0.0162849416
431	0.01624338505
432	0.01620405317
433	0.01615321134
434	0.01611430942
435	0.01607282285
436	0.01602465741
437	0.01598621482
438	0.0159471715
439	0.01590938511
440	0.01587165768
441	0.01582098074
442	0.01578496448
443	0.01574000215
444	0.01570215637
445	0.01565640627
446	0.0156188021
447	0.01557211244
448	0.01553596008
449	0.01550837184
450	0.015472632
451	0.01543915387
452	0.01540485568
453	0.01536859695
454	0.01532647023
455	0.01528289141
456	0.01524805369
457	0.01520351514
458	0.01517023874
459	0.01513602279
460	0.0150990387
461	0.01505610893
462	0.01501388027
463	0.01498052226
464	0.01494044379
465	0.0149018577
466	0.01485937542
467	0.0148262736
468	0.01479263169
469	0.0147506623
470	0.01471475829
471	0.01468162253
472	0.01464026748
473	0.01460837408
474	0.01457763656
475	0.01453755449
476	0.01449789376
477	0.01446660425
478	0.0144269674
479	0.01439441249
480	0.0143558574
481	0.01432362113
482	0.01428294136
483	0.01424497167
484	0.01421450601
485	0.01417802713
486	0.01414583429
487	0.01411320124
488	0.01408132579
489	0.0140432954
490	0.01401294582
491	0.01397397523
492	0.0139390496
493	0.01391077343
494	0.0138828253
495	0.01384692392
496	0.01382095352
497	0.01378470495
498	0.01375463821
499	0.01370944802
500	0.01367268951
501	0.0136378348
502	0.0136080082
503	0.01357451832
504	0.01354689775
505	0.01352017259
506	0.01349073141
507	0.0134621979
508	0.01343020015
509	0.01340248381
510	0.01336840935
511	0.01334722352
512	0.01331366905
513	0.01328012063
514	0.01324819806
515	0.0132219555
516	0.01319507542
517	0.0131691924
518	0.01313779674
519	0.01310496906
520	0.01307929403
521	0.01305589956
522	0.01303033484
523	0.01300364728
524	0.01297395154
525	0.01294717966
526	0.01292437093
527	0.01289703204
528	0.01287057513
529	0.01284579888
530	0.01281723764
531	0.01279249019
532	0.01276578567
533	0.01274140747
534	0.01271105558
535	0.01268550325
536	0.01266073792
537	0.01263667766
538	0.01261279183
539	0.01258384132
540	0.01255947397
541	0.01253085768
542	0.01250267035
543	0.01247912231
544	0.0124490846
545	0.01242664891
546	0.01240338891
547	0.01238129514
548	0.01235355153
549	0.01233084388
550	0.0123009552
551	0.01227366987
552	0.01224504016
553	0.01222212661
554	0.01219411751
555	0.01216701648
556	0.01214012501
557	0.01211416022
558	0.01208580009
559	0.01206183537
560	0.01203455263
561	0.01200651923
562	0.0119791238
563	0.01195042882
564	0.0119227894
565	0.01190088675
566	0.01187965315
567	0.01185842733
568	0.01183169837
569	0.01181071399
570	0.01179042182
571	0.01176399676
572	0.01174188244
573	0.01171767059
574	0.01169649296
575	0.01167583911
576	0.01164979408
577	0.01162785631
578	0.01160708562
579	0.01158249399
580	0.01156237314
581	0.01152798538
582	0.0115030246
583	0.01148234893
584	0.01146257228
585	0.01144179944
586	0.01142269187
587	0.01140311827
588	0.01138204948
589	0.0113569126
590	0.01133820094
591	0.01131878588
592	0.01129576954
593	0.01127662944
594	0.01125337228
595	0.01123827817
596	0.01121828625
597	0.01119477435
598	0.01117246085
599	0.01115192134
600	0.01113271902
601	0.01111031178
602	0.01109125017
603	0.01107246221
604	0.01105353404
605	0.01103467287
606	0.01101700437
607	0.01099827135
608	0.01097479055
609	0.01095731433
610	0.01093784499
611	0.01091844682
612	0.01090050206
613	0.01088216685
614	0.01086296929
615	0.01084527137
616	0.01082282513
617	0.01079984081
618	0.01078234559
619	0.01075975227
620	0.01074283966
621	0.01072552887
622	0.01070777917
623	0.01069009027
624	0.01067305592
625	0.01065013887
626	0.01063180523
627	0.0106106065
628	0.01059266014
629	0.010575711
630	0.01055423938
631	0.01053808174
632	0.0105209438
633	0.01050434023
634	0.01048355275
635	0.01046216625
636	0.01044527524
637	0.01042891055
638	0.0104081335
639	0.01038772007
640	0.01037106921
641	0.01035547153
642	0.01033938909
643	0.01032335859
644	0.01030737975
645	0.01029139679
646	0.01027154178
647	0.0102552685
648	0.01023683877
649	0.01022067462
650	0.01020501456
651	0.01018866124
652	0.01017304674
653	0.0101531538
654	0.01013759715
655	0.01012259873
656	0.01010632722
657	0.0100914712
658	0.01007522899
659	0.01005957349
660	0.01004416099
661	0.01002893943
662	0.01001381559
663	0.009998355768
664	0.009980147464
665	0.00996475236
666	0.009946012845
667	0.009929885783
668	0.009911277628
669	0.009892119378
670	0.009877933418
671	0.009863206817
672	0.009849106678
673	0.009833122713
674	0.009817429634
675	0.009802290543
676	0.009787889949
677	0.009773117128
678	0.009756143196
679	0.009741466691
680	0.009726835888
681	0.009708049127
682	0.009689990394
683	0.009673228001
684	0.009658269137
685	0.009643231513
686	0.009628886283
687	0.009614757908
688	0.009600499634
689	0.009581841862
690	0.009567081094
691	0.009552960697
692	0.009539732802
693	0.009527549906
694	0.009510054808
695	0.009494908231
696	0.009481000107
697	0.009467433534
698	0.009452877315
699	0.009437886376
700	0.009425693039
701	0.00941237514
702	0.00939909636
703	0.009379827794
704	0.009363446748
705	0.009350213058
706	0.00933599993
707	0.00932284516
708	0.009309769247
709	0.00929614599
710	0.009282640437
711	0.009270152941
712	0.009256194488
713	0.009242333807
714	0.009226626374
715	0.009210319049
716	0.009194642077
717	0.009181963788
718	0.009166550088
719	0.009150883699
720	0.009137564412
721	0.009123826748
722	0.009111253264
723	0.009096474767
724	0.009084191631
725	0.009068258456
726	0.009056331573
727	0.009043668552
728	0.009031042226
729	0.009018452432
730	0.00900661661
731	0.008994447962
732	0.00898267741
733	0.008967177055
734	0.008955036603
735	0.008941178752
736	0.008928840141
737	0.008916050047
738	0.008901000283
739	0.00888911459
740	0.008877337342
741	0.008861905424
742	0.008850124962
743	0.008838771217
744	0.008823673912
745	0.008811175612
746	0.008795701733
747	0.008783530726
748	0.008772030921
749	0.008759326609
750	0.008747068035
751	0.008733054238
752	0.008718933502
753	0.008703615242
754	0.008690887836
755	0.00867657988
756	0.008665282625
757	0.008653691269
758	0.008642132051
759	0.008631930509
760	0.0086207124
761	0.00860638502
762	0.008594952332
763	0.008582163358
764	0.00857079456
765	0.008559056402
766	0.008544692501
767	0.00853263721
768	0.008522012251
769	0.008511047194
770	0.008499268564
771	0.008488121438
772	0.008477275871
773	0.008463180232
774	0.008452368789
775	0.008438540271
776	0.008427791985
777	0.008414119373
778	0.008403501056
779	0.008389869572
780	0.008379311933
781	0.008368781933
782	0.008356308999
783	0.008345798421
784	0.008332387089
785	0.008321673953
786	0.008310989365
787	0.008300979757
788	0.008289965913
789	0.008279623852
790	0.008269654466
791	0.008259336571
792	0.008245442255
793	0.008235316388
794	0.008227744198
795	0.008217596057
796	0.008207181365
797	0.008194387254
798	0.008184285483
799	0.008170645005
800	0.00816014454
801	0.008149308719
802	0.008140355281
803	0.008128526379
804	0.008115459481
805	0.008105917648
806	0.008096066773
807	0.008085642472
808	0.008074225481
809	0.008064167232
810	0.008053586253
811	0.008042004747
812	0.008030721653
813	0.008020228061
814	0.00801084745
815	0.007999757473
816	0.007990161528
817	0.007978760381
818	0.007969215055
819	0.007957522872
820	0.007948027514
821	0.007936978495
822	0.007927258478
823	0.007917368158
824	0.007907697247
825	0.007898050824
826	0.007885098452
827	0.007876091598
828	0.007866522523
829	0.007857211443
830	0.007845854254
831	0.007836938432
832	0.007827137294
833	0.007815045213
834	0.007805831723
835	0.007793805539
836	0.007786471058
837	0.007777443013
838	0.007768341264
839	0.007758371296
840	0.007748644956
841	0.007736834946
842	0.007725444902
843	0.007714448351
844	0.007705078797
845	0.007695723013
846	0.00768678339
847	0.007675713224
848	0.00766687415
849	0.007655679913
850	0.007646886972
851	0.007638115051
852	0.007629662044
853	0.007620931038
854	0.0076117739
855	0.007603143817
856	0.007591983124
857	0.007580042101
858	0.007571421865
859	0.007563062011
860	0.007552540911
861	0.007543820625
862	0.007535284744
863	0.007526768963
864	0.007515619034
865	0.007506901508
866	0.007495965079
867	0.007487485398
868	0.007478784707
869	0.007470152809
870	0.007461062562
871	0.007452715179
872	0.007444640216
873	0.007436330844
874	0.007428040768
875	0.007417835638
876	0.007407404328
877	0.007399458387
878	0.007391478725
879	0.007381324159
880	0.007370185342
881	0.007361989546
882	0.007353313138
883	0.007342257752
884	0.007334450524
885	0.007326631005
886	0.007318348203
887	0.007310593529
888	0.007302038771
889	0.007294716076
890	0.007286738984
891	0.007278547907
892	0.007268256797
893	0.007260559911
894	0.007251937521
895	0.007244054287
896	0.007233465146
897	0.007223818798
898	0.007216263847
899	0.007206358869
900	0.007198573578
901	0.00719027781
902	0.007181619492
903	0.007173215982
904	0.007166247784
905	0.007158812772
906	0.007149042586
907	0.007141380557
908	0.007134250886
909	0.007126835829
910	0.007119175321
911	0.007111357157
912	0.007101517786
913	0.007091576303
914	0.007083991705
915	0.007075845993
916	0.007067455367
917	0.007059136894
918	0.007052276427
919	0.007045444531
920	0.007037956955
921	0.007028754573
922	0.007020575112
923	0.007013439446
924	0.007004340239
925	0.006995876535
926	0.006988790493
927	0.006981440305
928	0.006973919983
929	0.006964642595
930	0.00695732609
931	0.006947544678
932	0.006939631263
933	0.006931782362
934	0.00692243715
935	0.006913853528
936	0.006906641229
937	0.006899444591
938	0.006892307032
939	0.006882935752
940	0.006875806192
941	0.006868961626
942	0.006862131262
943	0.006853439464
944	0.00684580799
945	0.006838576103
946	0.006830154435
947	0.006823117601
948	0.006815934191
949	0.006808239405
950	0.006801291135
951	0.006793749368
952	0.006786629187
953	0.006779726154
954	0.006772636328
955	0.00676556188
956	0.006760019089
957	0.006751582453
958	0.006744710053
959	0.006737694338
960	0.006730866938
961	0.006722502912
962	0.006715534093
963	0.006707103701
964	0.006698763781
965	0.006690446177
966	0.006681907472
967	0.006675020913
968	0.00666834359
969	0.006661485902
970	0.006654251931
971	0.006645508097
972	0.006638320116
973	0.006631523836
974	0.006626190512
975	0.006620271781
976	0.006613703793
977	0.006606958365
978	0.006601044616
979	0.006592725917
980	0.006585386137
981	0.006577534704
982	0.006568652919
983	0.006561997541
984	0.006553267403
985	0.006544296489
986	0.006535837232
987	0.006529247353
988	0.00652229452
989	0.006515918014
990	0.00650830594
991	0.006500726899
992	0.006494207945
993	0.006487330001
994	0.006465250754
995	0.006457471321
996	0.006451038103
997	0.006444798882
998	0.006438615536
999	0.006430892133
